OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO57125,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,5,32.394,161.97,0,12.9576,4.0493
SO57127,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,1,32.394,32.394,0,2.5915,0.8099
SO57132,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,8,32.394,259.152,0,20.7322,6.4788
SO57132,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,8,32.394,259.152,0,20.7322,6.4788
SO57132,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,8,32.394,259.152,0,20.7322,6.4788
SO57133,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,3,32.394,97.182,0,7.7746,2.4296
SO57136,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,1,32.394,32.394,0,2.5915,0.8099
SO57136,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,5,32.394,161.97,0,12.9576,4.0493
SO57137,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
SO57137,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO57137,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO57140,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,3,32.394,97.182,0,7.7746,2.4296
SO57142,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
SO57143,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,32.394,64.788,0,5.183,1.6197
SO57144,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO57144,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO57144,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,7,32.394,226.758,0,18.1406,5.669
SO57147,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,4,32.394,129.576,0,10.3661,3.2394
SO57149,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,3,32.394,97.182,0,7.7746,2.4296
SO57164,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,7,32.394,226.758,0,18.1406,5.669
SO57168,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO57168,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,6,32.394,194.364,0,15.5491,4.8591
SO57168,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,3,32.394,97.182,0,7.7746,2.4296
SO57176,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,5,32.394,161.97,0,12.9576,4.0493
SO57178,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,7,32.394,226.758,0,18.1406,5.669
SO57179,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,3,32.394,97.182,0,7.7746,2.4296
SO57186,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,5,32.394,161.97,0,12.9576,4.0493
SO57186,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,32.394,64.788,0,5.183,1.6197
SO57186,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,3,32.394,97.182,0,7.7746,2.4296
SO57187,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,6,32.394,194.364,0,15.5491,4.8591
SO57187,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,8,32.394,259.152,0,20.7322,6.4788
SO58901,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,32.394,32.394,0,2.5915,0.8099
SO58906,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,9,32.394,291.546,0,23.3237,7.2887
SO58906,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,5,32.394,161.97,0,12.9576,4.0493
SO58907,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
SO58907,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO58907,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,8,32.394,259.152,0,20.7322,6.4788
SO58908,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,4,32.394,129.576,0,10.3661,3.2394
SO58909,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,6,32.394,194.364,0,15.5491,4.8591
SO58909,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,8,32.394,259.152,0,20.7322,6.4788
SO58915,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,8,32.394,259.152,0,20.7322,6.4788
SO58915,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,3,32.394,97.182,0,7.7746,2.4296
SO58915,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,4,32.394,129.576,0,10.3661,3.2394
SO58917,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,32.394,64.788,0,5.183,1.6197
SO58917,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,32.394,64.788,0,5.183,1.6197
SO58920,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,9,32.394,291.546,0,23.3237,7.2887
SO58920,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,8,32.394,259.152,0,20.7322,6.4788
SO58920,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,3,32.394,97.182,0,7.7746,2.4296
SO58922,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,3,32.394,97.182,0,7.7746,2.4296
SO58922,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,4,32.394,129.576,0,10.3661,3.2394
SO58927,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,France,5,32.394,161.97,0,12.9576,4.0493
SO58927,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,France,3,32.394,97.182,0,7.7746,2.4296
SO58928,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,3,32.394,97.182,0,7.7746,2.4296
SO58928,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,6,32.394,194.364,0,15.5491,4.8591
SO58928,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,3,32.394,97.182,0,7.7746,2.4296
SO58931,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,7,32.394,226.758,0,18.1406,5.669
SO58931,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,5,32.394,161.97,0,12.9576,4.0493
SO58931,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,5,32.394,161.97,0,12.9576,4.0493
SO58934,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,4,32.394,129.576,0,10.3661,3.2394
SO58934,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,3,32.394,97.182,0,7.7746,2.4296
SO58937,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,32.394,64.788,0,5.183,1.6197
SO58944,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,6,32.394,194.364,0,15.5491,4.8591
SO58944,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,7,32.394,226.758,0,18.1406,5.669
SO58944,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,7,32.394,226.758,0,18.1406,5.669
SO58948,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,6,32.394,194.364,0,15.5491,4.8591
SO58948,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,6,32.394,194.364,0,15.5491,4.8591
SO58948,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,4,32.394,129.576,0,10.3661,3.2394
SO58951,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,3,32.394,97.182,0,7.7746,2.4296
SO58951,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,4,32.394,129.576,0,10.3661,3.2394
SO58951,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,8,32.394,259.152,0,20.7322,6.4788
SO58961,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,32.394,64.788,0,5.183,1.6197
SO58961,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,9,32.394,291.546,0,23.3237,7.2887
SO58961,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,9,32.394,291.546,0,23.3237,7.2887
SO58963,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,3,32.394,97.182,0,7.7746,2.4296
SO58968,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,France,1,32.394,32.394,0,2.5915,0.8099
SO58969,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,France,7,32.394,226.758,0,18.1406,5.669
SO58970,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,6,32.394,194.364,0,15.5491,4.8591
SO58971,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,2,32.394,64.788,0,5.183,1.6197
SO58971,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,5,32.394,161.97,0,12.9576,4.0493
SO58974,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,9,32.394,291.546,0,23.3237,7.2887
SO58974,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,9,32.394,291.546,0,23.3237,7.2887
SO58976,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,2,32.394,64.788,0,5.183,1.6197
SO58976,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,5,32.394,161.97,0,12.9576,4.0493
SO58992,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,32.394,64.788,0,5.183,1.6197
SO58997,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,3,32.394,97.182,0,7.7746,2.4296
SO59010,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,32.394,32.394,0,2.5915,0.8099
SO59010,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,5,32.394,161.97,0,12.9576,4.0493
SO59010,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,5,32.394,161.97,0,12.9576,4.0493
SO59011,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,10,32.394,323.94,0,25.9152,8.0985
SO59012,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,1,32.394,32.394,0,2.5915,0.8099
SO59012,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,4,32.394,129.576,0,10.3661,3.2394
SO59012,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,4,32.394,129.576,0,10.3661,3.2394
SO59014,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,32.394,64.788,0,5.183,1.6197
SO59016,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,3,32.394,97.182,0,7.7746,2.4296
SO59023,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,8,32.394,259.152,0,20.7322,6.4788
SO59023,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
SO59023,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO59026,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
SO59027,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,32.394,64.788,0,5.183,1.6197
SO59028,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,8,32.394,259.152,0,20.7322,6.4788
SO59028,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,3,32.394,97.182,0,7.7746,2.4296
SO59028,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,5,32.394,161.97,0,12.9576,4.0493
SO59033,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,3,32.394,97.182,0,7.7746,2.4296
SO59034,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
SO59036,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,1,32.394,32.394,0,2.5915,0.8099
SO59038,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,1,32.394,32.394,0,2.5915,0.8099
SO59055,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,4,32.394,129.576,0,10.3661,3.2394
SO59057,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,4,32.394,129.576,0,10.3661,3.2394
SO59063,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,4,32.394,129.576,0,10.3661,3.2394
SO59063,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,2,32.394,64.788,0,5.183,1.6197
SO59063,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,4,32.394,129.576,0,10.3661,3.2394
SO59065,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,4,32.394,129.576,0,10.3661,3.2394
SO59065,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,32.394,64.788,0,5.183,1.6197
SO59067,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,4,32.394,129.576,0,10.3661,3.2394
SO59067,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,5,32.394,161.97,0,12.9576,4.0493
SO59068,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,1,32.394,32.394,0,2.5915,0.8099
SO59071,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,1,32.394,32.394,0,2.5915,0.8099
SO59074,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,4,32.394,129.576,0,10.3661,3.2394
SO59074,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,9,32.394,291.546,0,23.3237,7.2887
SO59075,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,4,32.394,129.576,0,10.3661,3.2394
SO59075,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,7,32.394,226.758,0,18.1406,5.669
SO59075,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,2,32.394,64.788,0,5.183,1.6197
SO59076,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,1,32.394,32.394,0,2.5915,0.8099
SO61173,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southeast,5,32.394,161.97,0,12.9576,4.0493
SO61173,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southeast,2,32.394,64.788,0,5.183,1.6197
SO61175,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,United Kingdom,2,32.394,64.788,0,5.183,1.6197
SO61182,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,5,32.394,161.97,0,12.9576,4.0493
SO61183,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,1,32.394,32.394,0,2.5915,0.8099
SO61184,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,5,32.394,161.97,0,12.9576,4.0493
SO61184,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,6,32.394,194.364,0,15.5491,4.8591
SO61184,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,32.394,97.182,0,7.7746,2.4296
SO61190,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,5,32.394,161.97,0,12.9576,4.0493
SO61190,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,2,32.394,64.788,0,5.183,1.6197
SO61195,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,5,32.394,161.97,0,12.9576,4.0493
SO61195,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,2,32.394,64.788,0,5.183,1.6197
SO61195,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,4,32.394,129.576,0,10.3661,3.2394
SO61209,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northeast,1,32.394,32.394,0,2.5915,0.8099
SO61210,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Central,9,32.394,291.546,0,23.3237,7.2887
SO61210,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Central,1,32.394,32.394,0,2.5915,0.8099
SO61216,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,France,3,32.394,97.182,0,7.7746,2.4296
SO61216,"Short-Sleeve Classic Jersey, XL",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,France,6,32.394,194.364,0,15.5491,4.8591
SO61218,"Short-Sleeve Classic Jersey, S",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,32.394,97.182,0,7.7746,2.4296
SO61218,"Short-Sleeve Classic Jersey, L",Yellow,Clothing,Jerseys,53.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,4,32.394,129.576,0,10.3661,3.2394
